ID,TIME,AMT,DV,EVID,MDV,CMT,XEXP,BQL,XEXP2,AGE,BLOOD
195,0,1,.,1,1,1,24,0,1,5,0
195,59.9,.,.,2,1,-1,24,0,1,5,0
195,59.9,.,0,2,1,1,24,0,1,5,0
195,59.9,.,.,2,1,-5,24,0,1,5,0
195,59.9,.,0,2,1,5,24,0,1,5,0
195,59.9,.,.,2,1,-6,24,0,1,5,0
195,59.9,.,0,2,1,6,24,0,1,5,0
195,59.9,.,.,2,1,-7,24,0,1,5,0
195,59.9,.,0,2,1,7,24,0,1,5,0
195,60,.,7.61,0,0,2,24,0,1,5,0
195,60,.,26.5,0,0,4,24,0,1,5,0
195,60,.,0.684,0,0,3,24,0,1,5,0
196,0,1,.,1,1,1,24,1,1,5,0
196,59.9,.,.,2,1,-1,24,1,1,5,0
196,59.9,.,0,2,1,1,24,1,1,5,0
196,59.9,.,.,2,1,-5,24,1,1,5,0
196,59.9,.,0,2,1,5,24,1,1,5,0
196,59.9,.,.,2,1,-6,24,1,1,5,0
196,59.9,.,0,2,1,6,24,1,1,5,0
196,59.9,.,.,2,1,-7,24,1,1,5,0
196,59.9,.,0,2,1,7,24,1,1,5,0
196,60,.,32.5,0,0,2,24,1,1,5,0
196,60,.,9.37,0,0,4,24,1,1,5,0
196,60,.,.,0,1,3,24,1,1,5,0
197,0,1,.,1,1,1,24,0,1,5,0
197,59.9,.,.,2,1,-1,24,0,1,5,0
197,59.9,.,0,2,1,1,24,0,1,5,0
197,59.9,.,.,2,1,-5,24,0,1,5,0
197,59.9,.,0,2,1,5,24,0,1,5,0
197,59.9,.,.,2,1,-6,24,0,1,5,0
197,59.9,.,0,2,1,6,24,0,1,5,0
197,59.9,.,.,2,1,-7,24,0,1,5,0
197,59.9,.,0,2,1,7,24,0,1,5,0
197,60,.,12.1,0,0,2,24,0,1,5,0
197,60,.,22.6,0,0,4,24,0,1,5,0
197,60,.,1.27,0,0,3,24,0,1,5,0
198,0,1,.,1,1,1,24,0,1,5,0
198,59.9,.,.,2,1,-1,24,0,1,5,0
198,59.9,.,0,2,1,1,24,0,1,5,0
198,59.9,.,.,2,1,-5,24,0,1,5,0
198,59.9,.,0,2,1,5,24,0,1,5,0
198,59.9,.,.,2,1,-6,24,0,1,5,0
198,59.9,.,0,2,1,6,24,0,1,5,0
198,59.9,.,.,2,1,-7,24,0,1,5,0
198,59.9,.,0,2,1,7,24,0,1,5,0
198,120,.,3.42,0,0,2,24,0,1,5,0
198,120,.,18.3,0,0,4,24,0,1,5,0
198,120,.,1.43,0,0,3,24,0,1,5,0
199,0,1,.,1,1,1,24,0,1,5,0
199,59.9,.,.,2,1,-1,24,0,1,5,0
199,59.9,.,0,2,1,1,24,0,1,5,0
199,59.9,.,.,2,1,-5,24,0,1,5,0
199,59.9,.,0,2,1,5,24,0,1,5,0
199,59.9,.,.,2,1,-6,24,0,1,5,0
199,59.9,.,0,2,1,6,24,0,1,5,0
199,59.9,.,.,2,1,-7,24,0,1,5,0
199,59.9,.,0,2,1,7,24,0,1,5,0
199,120,.,2.71,0,0,2,24,0,1,5,0
199,120,.,12.8,0,0,4,24,0,1,5,0
199,120,.,1.53,0,0,3,24,0,1,5,0
200,0,1,.,1,1,1,24,0,1,5,0
200,59.9,.,.,2,1,-1,24,0,1,5,0
200,59.9,.,0,2,1,1,24,0,1,5,0
200,59.9,.,.,2,1,-5,24,0,1,5,0
200,59.9,.,0,2,1,5,24,0,1,5,0
200,59.9,.,.,2,1,-6,24,0,1,5,0
200,59.9,.,0,2,1,6,24,0,1,5,0
200,59.9,.,.,2,1,-7,24,0,1,5,0
200,59.9,.,0,2,1,7,24,0,1,5,0
200,120,.,3.3,0,0,2,24,0,1,5,0
200,120,.,15.6,0,0,4,24,0,1,5,0
200,120,.,1.37,0,0,3,24,0,1,5,0
201,0,1,.,1,1,1,24,0,1,5,0
201,59.9,.,.,2,1,-1,24,0,1,5,0
201,59.9,.,0,2,1,1,24,0,1,5,0
201,59.9,.,.,2,1,-5,24,0,1,5,0
201,59.9,.,0,2,1,5,24,0,1,5,0
201,59.9,.,.,2,1,-6,24,0,1,5,0
201,59.9,.,0,2,1,6,24,0,1,5,0
201,59.9,.,.,2,1,-7,24,0,1,5,0
201,59.9,.,0,2,1,7,24,0,1,5,0
201,180,.,0.406,0,0,2,24,0,1,5,0
201,180,.,14.9,0,0,4,24,0,1,5,0
201,180,.,1.73,0,0,3,24,0,1,5,0
202,0,1,.,1,1,1,24,1,1,5,0
202,59.9,.,.,2,1,-1,24,1,1,5,0
202,59.9,.,0,2,1,1,24,1,1,5,0
202,59.9,.,.,2,1,-5,24,1,1,5,0
202,59.9,.,0,2,1,5,24,1,1,5,0
202,59.9,.,.,2,1,-6,24,1,1,5,0
202,59.9,.,0,2,1,6,24,1,1,5,0
202,59.9,.,.,2,1,-7,24,1,1,5,0
202,59.9,.,0,2,1,7,24,1,1,5,0
202,180,.,39.7,0,0,2,24,1,1,5,0
202,180,.,5.55,0,0,4,24,1,1,5,0
202,180,.,.,0,1,3,24,1,1,5,0
203,0,1,.,1,1,1,24,0,1,5,0
203,59.9,.,.,2,1,-1,24,0,1,5,0
203,59.9,.,0,2,1,1,24,0,1,5,0
203,59.9,.,.,2,1,-5,24,0,1,5,0
203,59.9,.,0,2,1,5,24,0,1,5,0
203,59.9,.,.,2,1,-6,24,0,1,5,0
203,59.9,.,0,2,1,6,24,0,1,5,0
203,59.9,.,.,2,1,-7,24,0,1,5,0
203,59.9,.,0,2,1,7,24,0,1,5,0
203,180,.,1.29,0,0,2,24,0,1,5,0
203,180,.,9.89,0,0,4,24,0,1,5,0
203,180,.,0.802,0,0,3,24,0,1,5,0
204,0,1,.,1,1,1,24,0,1,5,0
204,59.9,.,.,2,1,-1,24,0,1,5,0
204,59.9,.,0,2,1,1,24,0,1,5,0
204,59.9,.,.,2,1,-5,24,0,1,5,0
204,59.9,.,0,2,1,5,24,0,1,5,0
204,59.9,.,.,2,1,-6,24,0,1,5,0
204,59.9,.,0,2,1,6,24,0,1,5,0
204,59.9,.,.,2,1,-7,24,0,1,5,0
204,59.9,.,0,2,1,7,24,0,1,5,0
204,180,.,0.299,0,0,2,24,0,1,5,0
204,180,.,20.7,0,0,4,24,0,1,5,0
204,180,.,1.5,0,0,3,24,0,1,5,0
205,0,1,.,1,1,1,24,0,1,5,0
205,59.9,.,.,2,1,-1,24,0,1,5,0
205,59.9,.,0,2,1,1,24,0,1,5,0
205,59.9,.,.,2,1,-5,24,0,1,5,0
205,59.9,.,0,2,1,5,24,0,1,5,0
205,59.9,.,.,2,1,-6,24,0,1,5,0
205,59.9,.,0,2,1,6,24,0,1,5,0
205,59.9,.,.,2,1,-7,24,0,1,5,0
205,59.9,.,0,2,1,7,24,0,1,5,0
205,240,.,0.0692,0,0,2,24,0,1,5,0
205,240,.,17.7,0,0,4,24,0,1,5,0
205,240,.,0.881,0,0,3,24,0,1,5,0
206,0,1,.,1,1,1,24,0,1,5,0
206,59.9,.,.,2,1,-1,24,0,1,5,0
206,59.9,.,0,2,1,1,24,0,1,5,0
206,59.9,.,.,2,1,-5,24,0,1,5,0
206,59.9,.,0,2,1,5,24,0,1,5,0
206,59.9,.,.,2,1,-6,24,0,1,5,0
206,59.9,.,0,2,1,6,24,0,1,5,0
206,59.9,.,.,2,1,-7,24,0,1,5,0
206,59.9,.,0,2,1,7,24,0,1,5,0
206,240,.,0.0489,0,0,2,24,0,1,5,0
206,240,.,17,0,0,4,24,0,1,5,0
206,240,.,0.734,0,0,3,24,0,1,5,0
207,0,1,.,1,1,1,24,0,1,5,0
207,59.9,.,.,2,1,-1,24,0,1,5,0
207,59.9,.,0,2,1,1,24,0,1,5,0
207,59.9,.,.,2,1,-5,24,0,1,5,0
207,59.9,.,0,2,1,5,24,0,1,5,0
207,59.9,.,.,2,1,-6,24,0,1,5,0
207,59.9,.,0,2,1,6,24,0,1,5,0
207,59.9,.,.,2,1,-7,24,0,1,5,0
207,59.9,.,0,2,1,7,24,0,1,5,0
207,240,.,0.0625,0,0,2,24,0,1,5,0
207,240,.,12.1,0,0,4,24,0,1,5,0
207,240,.,0.495,0,0,3,24,0,1,5,0
208,0,1,.,1,1,1,24,1,1,5,0
208,59.9,.,.,2,1,-1,24,1,1,5,0
208,59.9,.,0,2,1,1,24,1,1,5,0
208,59.9,.,.,2,1,-5,24,1,1,5,0
208,59.9,.,0,2,1,5,24,1,1,5,0
208,59.9,.,.,2,1,-6,24,1,1,5,0
208,59.9,.,0,2,1,6,24,1,1,5,0
208,59.9,.,.,2,1,-7,24,1,1,5,0
208,59.9,.,0,2,1,7,24,1,1,5,0
208,300,.,12,0,0,2,24,1,1,5,0
208,300,.,1.35,0,0,4,24,1,1,5,0
208,300,.,.,0,1,3,24,1,1,5,0
209,0,1,.,1,1,1,24,0,1,5,0
209,59.9,.,.,2,1,-1,24,0,1,5,0
209,59.9,.,0,2,1,1,24,0,1,5,0
209,59.9,.,.,2,1,-5,24,0,1,5,0
209,59.9,.,0,2,1,5,24,0,1,5,0
209,59.9,.,.,2,1,-6,24,0,1,5,0
209,59.9,.,0,2,1,6,24,0,1,5,0
209,59.9,.,.,2,1,-7,24,0,1,5,0
209,59.9,.,0,2,1,7,24,0,1,5,0
209,300,.,0.0346,0,0,2,24,0,1,5,0
209,300,.,17.3,0,0,4,24,0,1,5,0
209,300,.,1.04,0,0,3,24,0,1,5,0
210,0,1,.,1,1,1,24,0,1,5,0
210,59.9,.,.,2,1,-1,24,0,1,5,0
210,59.9,.,0,2,1,1,24,0,1,5,0
210,59.9,.,.,2,1,-5,24,0,1,5,0
210,59.9,.,0,2,1,5,24,0,1,5,0
210,59.9,.,.,2,1,-6,24,0,1,5,0
210,59.9,.,0,2,1,6,24,0,1,5,0
210,59.9,.,.,2,1,-7,24,0,1,5,0
210,59.9,.,0,2,1,7,24,0,1,5,0
210,300,.,0.0317,0,0,2,24,0,1,5,0
210,300,.,18.1,0,0,4,24,0,1,5,0
210,300,.,0.846,0,0,3,24,0,1,5,0
211,0,1,.,1,1,1,24,0,1,5,0
211,59.9,.,.,2,1,-1,24,0,1,5,0
211,59.9,.,0,2,1,1,24,0,1,5,0
211,59.9,.,.,2,1,-5,24,0,1,5,0
211,59.9,.,0,2,1,5,24,0,1,5,0
211,59.9,.,.,2,1,-6,24,0,1,5,0
211,59.9,.,0,2,1,6,24,0,1,5,0
211,59.9,.,.,2,1,-7,24,0,1,5,0
211,59.9,.,0,2,1,7,24,0,1,5,0
211,300,.,0.0424,0,0,2,24,0,1,5,0
211,300,.,16.5,0,0,4,24,0,1,5,0
211,300,.,0.679,0,0,3,24,0,1,5,0
212,0,1,.,1,1,1,24,0,1,5,0
212,59.9,.,.,2,1,-1,24,0,1,5,0
212,59.9,.,0,2,1,1,24,0,1,5,0
212,59.9,.,.,2,1,-5,24,0,1,5,0
212,59.9,.,0,2,1,5,24,0,1,5,0
212,59.9,.,.,2,1,-6,24,0,1,5,0
212,59.9,.,0,2,1,6,24,0,1,5,0
212,59.9,.,.,2,1,-7,24,0,1,5,0
212,59.9,.,0,2,1,7,24,0,1,5,0
212,60,.,-0.000911,0,0,5,24,3,1,5,0
212,60,.,0.000567,0,0,7,24,2,1,5,0
212,60,.,-1.66E-05,0,0,6,24,3,1,5,0
213,0,1,.,1,1,1,24,0,1,5,0
213,59.9,.,.,2,1,-1,24,0,1,5,0
213,59.9,.,0,2,1,1,24,0,1,5,0
213,59.9,.,.,2,1,-5,24,0,1,5,0
213,59.9,.,0,2,1,5,24,0,1,5,0
213,59.9,.,.,2,1,-6,24,0,1,5,0
213,59.9,.,0,2,1,6,24,0,1,5,0
213,59.9,.,.,2,1,-7,24,0,1,5,0
213,59.9,.,0,2,1,7,24,0,1,5,0
213,60,.,0.000615,0,0,5,24,2,1,5,0
213,60,.,-0.000513,0,0,7,24,3,1,5,0
213,60,.,7.14E-05,0,0,6,24,2,1,5,0
214,0,1,.,1,1,1,24,0,1,5,0
214,59.9,.,.,2,1,-1,24,0,1,5,0
214,59.9,.,0,2,1,1,24,0,1,5,0
214,59.9,.,.,2,1,-5,24,0,1,5,0
214,59.9,.,0,2,1,5,24,0,1,5,0
214,59.9,.,.,2,1,-6,24,0,1,5,0
214,59.9,.,0,2,1,6,24,0,1,5,0
214,59.9,.,.,2,1,-7,24,0,1,5,0
214,59.9,.,0,2,1,7,24,0,1,5,0
214,60,.,0.000296,0,0,5,24,2,1,5,0
214,60,.,-5.35E-05,0,0,7,24,3,1,5,0
214,60,.,-5.48E-05,0,0,6,24,3,1,5,0
215,0,1,.,1,1,1,24,0,1,5,0
215,59.9,.,.,2,1,-1,24,0,1,5,0
215,59.9,.,0,2,1,1,24,0,1,5,0
215,59.9,.,.,2,1,-5,24,0,1,5,0
215,59.9,.,0,2,1,5,24,0,1,5,0
215,59.9,.,.,2,1,-6,24,0,1,5,0
215,59.9,.,0,2,1,6,24,0,1,5,0
215,59.9,.,.,2,1,-7,24,0,1,5,0
215,59.9,.,0,2,1,7,24,0,1,5,0
215,120,.,0.00921,0,0,5,24,0,1,5,0
215,120,.,0.114,0,0,7,24,0,1,5,0
215,120,.,0.00214,0,0,6,24,0,1,5,0
216,0,1,.,1,1,1,24,0,1,5,0
216,59.9,.,.,2,1,-1,24,0,1,5,0
216,59.9,.,0,2,1,1,24,0,1,5,0
216,59.9,.,.,2,1,-5,24,0,1,5,0
216,59.9,.,0,2,1,5,24,0,1,5,0
216,59.9,.,.,2,1,-6,24,0,1,5,0
216,59.9,.,0,2,1,6,24,0,1,5,0
216,59.9,.,.,2,1,-7,24,0,1,5,0
216,59.9,.,0,2,1,7,24,0,1,5,0
216,120,.,0.0538,0,0,5,24,0,1,5,0
216,120,.,0.00226,0,0,7,24,0,1,5,0
216,120,.,.,0,1,6,24,0,1,5,0
217,0,1,.,1,1,1,24,0,1,5,0
217,59.9,.,.,2,1,-1,24,0,1,5,0
217,59.9,.,0,2,1,1,24,0,1,5,0
217,59.9,.,.,2,1,-5,24,0,1,5,0
217,59.9,.,0,2,1,5,24,0,1,5,0
217,59.9,.,.,2,1,-6,24,0,1,5,0
217,59.9,.,0,2,1,6,24,0,1,5,0
217,59.9,.,.,2,1,-7,24,0,1,5,0
217,59.9,.,0,2,1,7,24,0,1,5,0
217,120,.,0.00434,0,0,5,24,0,1,5,0
217,120,.,0.0122,0,0,7,24,0,1,5,0
217,120,.,0.000441,0,0,6,24,0,1,5,0
218,0,1,.,1,1,1,24,0,1,5,0
218,59.9,.,.,2,1,-1,24,0,1,5,0
218,59.9,.,0,2,1,1,24,0,1,5,0
218,59.9,.,.,2,1,-5,24,0,1,5,0
218,59.9,.,0,2,1,5,24,0,1,5,0
218,59.9,.,.,2,1,-6,24,0,1,5,0
218,59.9,.,0,2,1,6,24,0,1,5,0
218,59.9,.,.,2,1,-7,24,0,1,5,0
218,59.9,.,0,2,1,7,24,0,1,5,0
218,180,.,0.01,0,0,5,24,0,1,5,0
218,180,.,0.0338,0,0,7,24,0,1,5,0
218,180,.,0.00201,0,0,6,24,0,1,5,0
219,0,1,.,1,1,1,24,0,1,5,0
219,59.9,.,.,2,1,-1,24,0,1,5,0
219,59.9,.,0,2,1,1,24,0,1,5,0
219,59.9,.,.,2,1,-5,24,0,1,5,0
219,59.9,.,0,2,1,5,24,0,1,5,0
219,59.9,.,.,2,1,-6,24,0,1,5,0
219,59.9,.,0,2,1,6,24,0,1,5,0
219,59.9,.,.,2,1,-7,24,0,1,5,0
219,59.9,.,0,2,1,7,24,0,1,5,0
219,180,.,0.0334,0,0,5,24,0,1,5,0
219,180,.,0.174,0,0,7,24,0,1,5,0
219,180,.,0.00624,0,0,6,24,0,1,5,0
220,0,1,.,1,1,1,24,0,1,5,0
220,59.9,.,.,2,1,-1,24,0,1,5,0
220,59.9,.,0,2,1,1,24,0,1,5,0
220,59.9,.,.,2,1,-5,24,0,1,5,0
220,59.9,.,0,2,1,5,24,0,1,5,0
220,59.9,.,.,2,1,-6,24,0,1,5,0
220,59.9,.,0,2,1,6,24,0,1,5,0
220,59.9,.,.,2,1,-7,24,0,1,5,0
220,59.9,.,0,2,1,7,24,0,1,5,0
220,180,.,0.00882,0,0,5,24,0,1,5,0
220,180,.,0.0291,0,0,7,24,0,1,5,0
220,180,.,0.00128,0,0,6,24,0,1,5,0
221,0,1,.,1,1,1,24,0,1,5,0
221,59.9,.,.,2,1,-1,24,0,1,5,0
221,59.9,.,0,2,1,1,24,0,1,5,0
221,59.9,.,.,2,1,-5,24,0,1,5,0
221,59.9,.,0,2,1,5,24,0,1,5,0
221,59.9,.,.,2,1,-6,24,0,1,5,0
221,59.9,.,0,2,1,6,24,0,1,5,0
221,59.9,.,.,2,1,-7,24,0,1,5,0
221,59.9,.,0,2,1,7,24,0,1,5,0
221,240,.,0.0453,0,0,5,24,0,1,5,0
221,240,.,0.00344,0,0,7,24,0,1,5,0
221,240,.,.,0,1,6,24,0,1,5,0
222,0,1,.,1,1,1,24,0,1,5,0
222,59.9,.,.,2,1,-1,24,0,1,5,0
222,59.9,.,0,2,1,1,24,0,1,5,0
222,59.9,.,.,2,1,-5,24,0,1,5,0
222,59.9,.,0,2,1,5,24,0,1,5,0
222,59.9,.,.,2,1,-6,24,0,1,5,0
222,59.9,.,0,2,1,6,24,0,1,5,0
222,59.9,.,.,2,1,-7,24,0,1,5,0
222,59.9,.,0,2,1,7,24,0,1,5,0
222,240,.,0.00518,0,0,5,24,0,1,5,0
222,240,.,0.0349,0,0,7,24,0,1,5,0
222,240,.,0.00126,0,0,6,24,0,1,5,0
223,0,1,.,1,1,1,24,0,1,5,0
223,59.9,.,.,2,1,-1,24,0,1,5,0
223,59.9,.,0,2,1,1,24,0,1,5,0
223,59.9,.,.,2,1,-5,24,0,1,5,0
223,59.9,.,0,2,1,5,24,0,1,5,0
223,59.9,.,.,2,1,-6,24,0,1,5,0
223,59.9,.,0,2,1,6,24,0,1,5,0
223,59.9,.,.,2,1,-7,24,0,1,5,0
223,59.9,.,0,2,1,7,24,0,1,5,0
223,240,.,0.00719,0,0,5,24,0,1,5,0
223,240,.,0.0655,0,0,7,24,0,1,5,0
223,240,.,0.00149,0,0,6,24,0,1,5,0
224,0,1,.,1,1,1,24,0,1,5,0
224,59.9,.,.,2,1,-1,24,0,1,5,0
224,59.9,.,0,2,1,1,24,0,1,5,0
224,59.9,.,.,2,1,-5,24,0,1,5,0
224,59.9,.,0,2,1,5,24,0,1,5,0
224,59.9,.,.,2,1,-6,24,0,1,5,0
224,59.9,.,0,2,1,6,24,0,1,5,0
224,59.9,.,.,2,1,-7,24,0,1,5,0
224,59.9,.,0,2,1,7,24,0,1,5,0
224,240,.,0.00476,0,0,5,24,0,1,5,0
224,240,.,0.042,0,0,7,24,0,1,5,0
224,240,.,0.00136,0,0,6,24,0,1,5,0
225,0,1,.,1,1,1,24,0,1,5,0
225,59.9,.,.,2,1,-1,24,0,1,5,0
225,59.9,.,0,2,1,1,24,0,1,5,0
225,59.9,.,.,2,1,-5,24,0,1,5,0
225,59.9,.,0,2,1,5,24,0,1,5,0
225,59.9,.,.,2,1,-6,24,0,1,5,0
225,59.9,.,0,2,1,6,24,0,1,5,0
225,59.9,.,.,2,1,-7,24,0,1,5,0
225,59.9,.,0,2,1,7,24,0,1,5,0
225,300,.,0.0057,0,0,5,24,0,1,5,0
225,300,.,0.0432,0,0,7,24,0,1,5,0
225,300,.,0.00139,0,0,6,24,0,1,5,0
226,0,1,.,1,1,1,24,0,1,5,0
226,59.9,.,.,2,1,-1,24,0,1,5,0
226,59.9,.,0,2,1,1,24,0,1,5,0
226,59.9,.,.,2,1,-5,24,0,1,5,0
226,59.9,.,0,2,1,5,24,0,1,5,0
